enhet,unit_name,fil,blad,vecka,ar,datum,veckodag,matratt,kommentar,portionsvikt_g,bestallda_portioner,serverade_portioner,kokssvinn_kg,serveringssvinn_kg,tallrikssvinn_kg,totalt_svinn_kg,kokssvinn_pct,serveringssvinn_pct,tallrikssvinn_pct,totalt_svinn_pct,matratt_norm
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.1,1,2025,2025-01-02,Torsdag,,,275.0,38.0,38.0,,0.5,0.5,0.0,0.0478468899521531,0.0478468899521531,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.1,1,2025,2025-01-03,Fredag,,,275.0,28.0,28.0,,0.4,0.4,0.0,0.0519480519480519,0.0519480519480519,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.2,2,2025,2025-01-07,Tisdag,,,275.0,4.0,4.0,,0.1,0.1,0.0,0.0909090909090909,0.0909090909090909,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.2,2,2025,2025-01-08,Onsdag,,,275.0,97.0,97.0,0.4,1.1,1.5,0.0041237113402061,0.011340206185567,0.0154639175257731,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.2,2,2025,2025-01-09,Torsdag,,,275.0,105.0,105.0,0.6,2.1,2.7,0.0207792207792207,0.0727272727272727,0.0935064935064935,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.2,2,2025,2025-01-10,Fredag,,,275.0,85.0,85.0,0.4,1.5,1.9,0.0171122994652406,0.0641711229946524,0.081283422459893,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.3,3,2025,2025-01-13,Måndag,,,275.0,88.0,88.0,0.6,2.1,2.7,0.024793388429752,0.0867768595041322,0.1115702479338843,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.3,3,2025,2025-01-14,Tisdag,,,275.0,104.0,104.0,0.7,2.5,3.2,0.0244755244755244,0.0874125874125874,0.1118881118881118,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.3,3,2025,2025-01-15,Onsdag,,,275.0,106.0,106.0,0.5,2.6,3.1,0.0171526586620926,0.0891938250428816,0.1063464837049742,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.3,3,2025,2025-01-16,Torsdag,,,275.0,96.0,96.0,0.4,2.2,2.6,0.0151515151515151,0.0833333333333333,0.0984848484848485,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.3,3,2025,2025-01-17,Fredag,,,275.0,86.0,86.0,0.5,2.1,2.6,0.0211416490486257,0.0887949260042283,0.1099365750528541,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.4,4,2025,2025-01-20,Måndag,"korv, mos",,275.0,91.0,91.0,0.4,2.2,2.6,0.0159840159840159,0.0879120879120879,0.1038961038961039,,,"korv, mos"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.4,4,2025,2025-01-21,Tisdag,"pasta,het sås",,275.0,110.0,110.0,0.2,2.8,3.0,0.0066115702479338,0.0925619834710743,0.0991735537190082,,,"pasta,het sås"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.4,4,2025,2025-01-22,Onsdag,"fisk,spenat",,275.0,110.0,110.0,0.4,3.4,3.8,0.0132231404958677,0.112396694214876,0.1256198347107437,,,"fisk,spenat"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.4,4,2025,2025-01-23,Torsdag,nudelwok,,275.0,101.0,101.0,0.3,2.6,2.9,0.0108010801080108,0.0936093609360936,0.1044104410441044,,,nudelwok
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.4,4,2025,2025-01-24,Fredag,färslimpa,,275.0,62.0,62.0,0.1,1.9,2.0,0.0058651026392961,0.1114369501466275,0.1173020527859237,,,färslimpa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.5,5,2025,2025-01-27,Måndag,pot.bullar,,275.0,85.0,85.0,0.1,1.7,1.8,0.0042780748663101,0.0727272727272727,0.0770053475935828,,,pot.bullar
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.5,5,2025,2025-01-28,Tisdag,FISK,,275.0,90.0,90.0,0.5,1.9,2.4,0.0202020202020202,0.0767676767676767,0.0969696969696969,,,fisk
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.5,5,2025,2025-01-29,Onsdag,pot.gratäng,,275.0,92.0,92.0,0.4,2.2,2.6,0.0158102766798418,0.0869565217391304,0.1027667984189723,,,pot.gratäng
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.5,5,2025,2025-01-30,Torsdag,soppa,,275.0,86.0,86.0,0.1,1.1,1.2000000000000002,0.0042283298097251,0.0465116279069767,0.0507399577167019,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.5,5,2025,2025-01-31,Fredag,schnitzel,,275.0,70.0,70.0,0.4,1.9,2.3,0.0207792207792207,0.0987012987012986,0.1194805194805194,,,schnitzel
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.6,6,2025,2025-02-03,Måndag,pasta.parikasås,,275.0,81.0,81.0,0.6,1.8,2.4,0.0269360269360269,0.0808080808080808,0.1077441077441077,,,pasta.parikasås
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.6,6,2025,2025-02-04,Tisdag,"fisk,mos",,275.0,100.0,100.0,0.5,2.5,3.0,0.0181818181818181,0.0909090909090909,0.109090909090909,,,"fisk,mos"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.6,6,2025,2025-02-05,Onsdag,"järpe,ris",,275.0,117.0,117.0,0.6,2.9,3.5,0.0186480186480186,0.0901320901320901,0.1087801087801087,,,"järpe,ris"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.6,6,2025,2025-02-06,Torsdag,pytt,,275.0,108.0,108.0,0.4,2.4,2.8,0.0134680134680134,0.0808080808080808,0.0942760942760942,,,pytt
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.6,6,2025,2025-02-07,Fredag,gryta.ris,,275.0,80.0,80.0,0.5,2.1,2.6,0.0227272727272727,0.0954545454545454,0.1181818181818181,,,gryta.ris
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.7,7,2025,2025-02-10,Måndag,korv.mos,,275.0,90.0,90.0,0.4,1.1,1.5,0.0161616161616161,0.0444444444444444,0.0606060606060606,,,korv.mos
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.7,7,2025,2025-02-11,Tisdag,soppa,,275.0,114.0,114.0,0.7,1.2,1.9,0.0223285486443381,0.0382775119617224,0.0606060606060606,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.7,7,2025,2025-02-12,Onsdag,lasagne,,275.0,114.0,114.0,0.9,3.1,4.0,0.0287081339712918,0.098883572567783,0.1275917065390749,,,lasagne
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.7,7,2025,2025-02-13,Torsdag,fisk,,275.0,112.0,112.0,0.7,2.8,3.5,0.0227272727272727,0.0909090909090909,0.1136363636363636,,,fisk
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.7,7,2025,2025-02-14,Fredag,färsgryta.ris,,275.0,85.0,85.0,0.7,2.2,2.9000000000000004,0.0299465240641711,0.0941176470588235,0.1240641711229946,,,färsgryta.ris
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.8,8,2025,2025-02-17,Måndag,pasta,,275.0,75.0,75.0,0.3,2.4,2.6999999999999997,0.0145454545454545,0.1163636363636363,0.1309090909090909,,,pasta
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.8,8,2025,2025-02-18,Tisdag,soppa,,275.0,85.0,85.0,0.2,0.9,1.1,0.0085561497326203,0.0385026737967914,0.0470588235294117,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.8,8,2025,2025-02-19,Onsdag,schnitzel,,275.0,90.0,90.0,0.2,1.9,2.1,0.008080808080808,0.0767676767676767,0.0848484848484848,,,schnitzel
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.8,8,2025,2025-02-20,Torsdag,Fiskagratäng,,275.0,91.0,91.0,0.0,2.2,2.2,0.0,0.0879120879120879,0.0879120879120879,,,fiskagratäng
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.8,8,2025,2025-02-21,Fredag,kycklinggryta,,275.0,70.0,70.0,0.1,2.3,2.4,0.0051948051948051,0.1194805194805194,0.1246753246753246,,,kycklinggryta
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.9,9,2025,2025-02-24,Måndag,Korvgryta,,275.0,90.0,90.0,0.6,1.8,2.4,0.0242424242424242,0.0727272727272727,0.0969696969696969,,,korvgryta
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.9,9,2025,2025-02-25,Tisdag,fisk,,275.0,120.0,120.0,0.4,2.1,2.5,0.0121212121212121,0.0636363636363636,0.0757575757575757,,,fisk
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.9,9,2025,2025-02-26,Onsdag,quorn.mos,,275.0,114.0,114.0,0.4,2.6,3.0,0.0127591706539074,0.0829346092503987,0.0956937799043062,,,quorn.mos
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.9,9,2025,2025-02-27,Torsdag,soppa,,275.0,114.0,115.0,0.1,1.9,2.0,0.0031897926634768,0.0606060606060606,0.0637958532695374,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.9,9,2025,2025-02-28,Fredag,köttbullar,,275.0,80.0,80.0,0.4,1.9,2.3,0.0181818181818181,0.0863636363636363,0.1045454545454545,,,köttbullar
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.10,10,2025,2025-03-03,Måndag,lasagnette,,275.0,87.0,87.0,0.3,2.2,2.5,0.012539184952978,0.0919540229885057,0.1044932079414838,,,lasagnette
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.10,10,2025,2025-03-05,Onsdag,fisk.spenat,,275.0,110.0,110.0,0.9,3.2,4.1000000000000005,0.0297520661157024,0.1057851239669421,0.1355371900826446,,,fisk.spenat
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.10,10,2025,2025-03-06,Torsdag,nudelwok,fick koka mer nudlar pga sländes,275.0,100.0,100.0,0.2,3.7,3.9,0.0072727272727272,0.1345454545454545,0.1418181818181818,,,nudelwok
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.10,10,2025,2025-03-07,Fredag,moussaka,,275.0,88.0,88.0,0.4,2.5,2.9,0.0165289256198347,0.1033057851239669,0.1198347107438016,,,moussaka
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.11,11,2025,2025-03-10,Måndag,"gryta,ris",,275.0,92.0,92.0,0.9,2.9,3.8,0.0355731225296442,0.1146245059288537,0.150197628458498,,,"gryta,ris"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.11,11,2025,2025-03-11,Tisdag,"fiskgratäng,mos",,275.0,108.0,108.0,0.8,2.2,3.0,0.0269360269360269,0.074074074074074,0.101010101010101,,,"fiskgratäng,mos"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.11,11,2025,2025-03-12,Onsdag,kycklingpytt,,275.0,117.0,117.0,1.2,1.8,3.0,0.0372960372960372,0.0559440559440559,0.0932400932400932,,,kycklingpytt
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.11,11,2025,2025-03-13,Torsdag,soppa,,275.0,105.0,105.0,0.4,0.6,1.0,0.0138528138528138,0.0207792207792207,0.0346320346320346,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.11,11,2025,2025-03-14,Fredag,"spaghetti,färssås",,275.0,84.0,84.0,0.3,1.8,2.1,0.0129870129870129,0.0779220779220779,0.0909090909090909,,,"spaghetti,färssås"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.12,12,2025,2025-03-17,Måndag,pasta+sås,,275.0,91.0,91.0,0.5,2.7,3.2,0.0199800199800199,0.1078921078921079,0.1278721278721279,,,pasta+sås
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.12,12,2025,2025-03-18,Tisdag,"chilipanna,ris",,275.0,100.0,100.0,0.6,2.6,3.2,0.0218181818181818,0.0945454545454545,0.1163636363636363,,,"chilipanna,ris"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.12,12,2025,2025-03-19,Onsdag,fisk.mos,,275.0,112.0,112.0,0.4,2.4,2.8,0.0129870129870129,0.0779220779220779,0.0909090909090909,,,fisk.mos
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.12,12,2025,2025-03-20,Torsdag,soppa,,275.0,114.0,114.0,0.3,1.5,1.8,0.0095693779904306,0.0478468899521531,0.0574162679425837,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.12,12,2025,2025-03-21,Fredag,schnitzel,,275.0,90.0,90.0,0.4,2.1,2.5,0.0161616161616161,0.0848484848484848,0.101010101010101,,,schnitzel
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.13,13,2025,2025-03-24,Måndag,korv.makaron,,275.0,94.0,94.0,0.5,1.9,2.4,0.0193423597678916,0.0735009671179883,0.09284332688588,,,korv.makaron
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.13,13,2025,2025-03-25,Tisdag,fisk,,275.0,121.0,121.0,0.2,2.2,2.4000000000000004,0.0060105184072126,0.0661157024793388,0.0721262208865514,,,fisk
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.13,13,2025,2025-03-26,Onsdag,,,275.0,127.0,127.0,1.1,3.7,4.800000000000001,0.0314960629921259,0.1059413027916965,0.1374373657838225,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.13,13,2025,2025-03-27,Torsdag,"hamburgare,mo",,275.0,116.0,116.0,0.4,3.8,4.2,0.012539184952978,0.1191222570532915,0.1316614420062696,,,"hamburgare,mo"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.13,13,2025,2025-03-28,Fredag,wok.nudlar,,275.0,90.0,90.0,0.5,2.4,2.9,0.0202020202020202,0.0969696969696969,0.1171717171717171,,,wok.nudlar
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.14,14,2025,2025-03-31,Måndag,pasta.baconsås,,275.0,102.0,102.0,0.6,2.1,2.7,0.0213903743315508,0.0748663101604278,0.0962566844919786,,,pasta.baconsås
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.14,14,2025,2025-04-01,Tisdag,fisk,,275.0,123.0,123.0,0.4,3.4,3.8,0.0118255728011825,0.1005173688100517,0.1123429416112342,,,fisk
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.14,14,2025,2025-04-02,Onsdag,kalops,,275.0,128.0,129.0,0.4,2.7,3.1,0.0113636363636363,0.0767045454545454,0.0880681818181818,,,kalops
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.14,14,2025,2025-04-03,Torsdag,soppa,,275.0,126.0,126.0,0.1,1.9,2.0,0.0028860028860028,0.0548340548340548,0.0577200577200577,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.14,14,2025,2025-04-04,Fredag,chiliconcarne,,275.0,91.0,91.0,0.6,2.9,3.5,0.0239760239760239,0.1158841158841158,0.1398601398601398,,,chiliconcarne
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.15,15,2025,2025-04-08,Tisdag,färsrätt,,275.0,122.0,122.0,0.4,2.5,2.9,0.0119225037257824,0.0745156482861401,0.0864381520119225,,,färsrätt
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.15,15,2025,2025-04-09,Onsdag,,,275.0,123.0,123.0,0.6,2.8,3.4,0.0177383592017738,0.0827790096082778,0.1005173688100517,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.15,15,2025,2025-04-10,Torsdag,pasta,,275.0,117.0,117.0,0.5,2.5,3.0,0.0155400155400155,0.0777000777000777,0.0932400932400932,,,pasta
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.15,15,2025,2025-04-11,Fredag,kyckling,,275.0,92.0,92.0,0.2,2.1,2.3000000000000003,0.0079051383399209,0.0830039525691699,0.0909090909090909,,,kyckling
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.16,16,2025,2025-04-14,Måndag,pasta,,275.0,81.0,81.0,0.6,2.1,2.7,0.0269360269360269,0.0942760942760942,0.1212121212121212,,,pasta
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.16,16,2025,2025-04-15,Tisdag,kyckling,,275.0,101.0,101.0,0.5,2.5,3.0,0.018001800180018,0.09000900090009,0.108010801080108,,,kyckling
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.16,16,2025,2025-04-16,Onsdag,påskbuffe,,275.0,116.0,116.0,0.2,2.7,2.9000000000000004,0.006269592476489,0.0846394984326018,0.0909090909090909,,,påskbuffe
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.16,16,2025,2025-04-17,Torsdag,,,275.0,88.0,88.0,0.3,2.6,2.9,0.012396694214876,0.1074380165289256,0.1198347107438016,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.17,17,2025,2025-04-22,Tisdag,,,275.0,114.0,114.0,0.5,2.6,3.1,0.0159489633173843,0.0829346092503987,0.098883572567783,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.17,17,2025,2025-04-23,Onsdag,,,275.0,117.0,117.0,0.2,1.2,1.4,0.0062160062160062,0.0372960372960372,0.0435120435120435,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.17,17,2025,2025-04-24,Torsdag,,,275.0,120.0,120.0,0.6,2.4,3.0,0.0181818181818181,0.0727272727272727,0.0909090909090909,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.17,17,2025,2025-04-25,Fredag,,,275.0,92.0,92.0,0.6,2.9,3.5,0.0237154150197628,0.1146245059288537,0.1383399209486166,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.18,18,2025,2025-04-28,Måndag,korv.mos,,275.0,90.0,91.0,0.4,2.1,2.5,0.0161616161616161,0.0848484848484848,0.101010101010101,,,korv.mos
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.18,18,2025,2025-04-29,Tisdag,spaghetti,,275.0,110.0,110.0,0.4,2.5,2.9,0.0132231404958677,0.0826446280991735,0.0958677685950413,,,spaghetti
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.18,18,2025,2025-04-30,Onsdag,fisk/utflykt,,275.0,117.0,118.0,1.3,1.9,3.2,0.0404040404040404,0.059052059052059,0.0994560994560994,,,fisk/utflykt
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.18,18,2025,2025-05-02,Fredag,soppa,,275.0,66.0,66.0,0.6,0.8,1.4,0.0330578512396694,0.0440771349862259,0.0771349862258953,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.19,19,2025,2025-05-05,Måndag,pastagratäng,,275.0,106.0,106.0,0.6,2.7,3.3000000000000003,0.0205831903945111,0.0926243567753001,0.1132075471698113,,,pastagratäng
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.19,19,2025,2025-05-06,Tisdag,taco,,275.0,130.0,130.0,0.3,3.6,3.9,0.0083916083916083,0.1006993006993007,0.109090909090909,,,taco
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.19,19,2025,2025-05-07,Onsdag,v.burgare.mos,,275.0,134.0,134.0,0.5,3.4,3.9,0.0135685210312075,0.0922659430122116,0.1058344640434192,,,v.burgare.mos
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.19,19,2025,2025-05-08,Torsdag,fisk,,275.0,124.0,124.0,0.6,3.6,4.2,0.0175953079178885,0.1055718475073313,0.1231671554252199,,,fisk
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.19,19,2025,2025-05-09,Fredag,thaigryta,,275.0,103.0,103.0,0.7,2.1,2.8,0.0247131509267431,0.0741394527802294,0.0988526037069726,,,thaigryta
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.20,20,2025,2025-05-12,Måndag,pasta,,275.0,85.0,85.0,0.2,2.4,2.6,0.0085561497326203,0.1026737967914438,0.1112299465240641,,,pasta
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.20,20,2025,2025-05-13,Tisdag,kyckling.curry,,275.0,134.0,134.0,0.6,3.3,3.9,0.0162822252374491,0.0895522388059701,0.1058344640434192,,,kyckling.curry
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.20,20,2025,2025-05-14,Onsdag,fisk,,275.0,132.0,132.0,0.3,3.4,3.7,0.0082644628099173,0.09366391184573,0.1019283746556473,,,fisk
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.20,20,2025,2025-05-15,Torsdag,korv.bröd,,275.0,142.0,142.0,0.2,1.9,2.1,0.0051216389244558,0.0486555697823303,0.0537772087067861,,,korv.bröd
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.20,20,2025,2025-05-16,Fredag,soppa,,275.0,98.0,98.0,0.2,2.1,2.3000000000000003,0.0074211502782931,0.0779220779220779,0.085343228200371,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.21,21,2025,2025-05-19,Måndag,korv.mos,,275.0,105.0,105.0,0.8,2.7,3.5,0.0277056277056277,0.0935064935064935,0.1212121212121212,,,korv.mos
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.21,21,2025,2025-05-20,Tisdag,köttbullar,,275.0,128.0,128.0,0.6,2.7,3.3000000000000003,0.0170454545454545,0.0767045454545454,0.09375,,,köttbullar
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.21,21,2025,2025-05-22,Torsdag,lasagne,,275.0,128.0,128.0,0.3,3.5,3.8,0.0085227272727272,0.0994318181818181,0.1079545454545454,,,lasagne
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.21,21,2025,2025-05-23,Fredag,gryta,,275.0,106.0,106.0,0.4,2.9,3.3,0.0137221269296741,0.0994854202401372,0.1132075471698113,,,gryta
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.22,22,2025,2025-05-26,Måndag,färsrätt,,275.0,104.0,104.0,0.6,2.9,3.5,0.0209790209790209,0.1013986013986013,0.1223776223776223,,,färsrätt
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.22,22,2025,2025-05-27,Tisdag,fisk.mos,,275.0,123.0,123.0,0.4,3.6,4.0,0.0118255728011825,0.106430155210643,0.1182557280118255,,,fisk.mos
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.22,22,2025,2025-05-28,Onsdag,pulledpork,,275.0,146.0,146.0,0.3,3.9,4.2,0.0074719800747198,0.0971357409713574,0.1046077210460772,,,pulledpork
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.22,22,2025,2025-05-29,Torsdag,kristihimmelfärd,,275.0,,,,,,0.0,0.0,0.0,,,kristihimmelfärd
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.22,22,2025,2025-05-30,Fredag,soppa,,275.0,73.0,73.0,0.1,0.9,1.0,0.0049813200498132,0.0448318804483188,0.049813200498132,,,soppa
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.23,23,2025,2025-06-02,Måndag,,,275.0,113.0,113.0,0.8,2.5,3.3,0.0257441673370876,0.080450522928399,0.1061946902654867,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.23,23,2025,2025-06-03,Tisdag,pastasallad,,275.0,134.0,134.0,0.3,3.8,4.1,0.0081411126187245,0.1031207598371777,0.1112618724559022,,,pastasallad
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.23,23,2025,2025-06-04,Onsdag,fisk,,275.0,145.0,145.0,0.7,3.7,4.4,0.0175548589341692,0.0927899686520376,0.1103448275862069,,,fisk
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.23,23,2025,2025-06-05,Torsdag,,,275.0,104.0,104.0,0.2,3.2,3.4000000000000004,0.0069930069930069,0.1118881118881118,0.1188811188811189,,,
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.24,24,2025,2025-06-09,Måndag,köttbullar,,275.0,93.0,93.0,0.6,2.9,3.5,0.0234604105571847,0.1133919843597262,0.136852394916911,,,köttbullar
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.24,24,2025,2025-06-10,Tisdag,potbullar,,275.0,115.0,115.0,0.3,2.9,3.1999999999999997,0.0094861660079051,0.091699604743083,0.1011857707509881,,,potbullar
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.24,24,2025,2025-06-11,Onsdag,fiskgratäng,,275.0,112.0,113.0,0.4,3.1,3.5,0.0129870129870129,0.1006493506493506,0.1136363636363636,,,fiskgratäng
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.24,24,2025,2025-06-12,Torsdag,"korv,mos",,275.0,103.0,103.0,0.2,3.4,3.6,0.0070609002647837,0.1200353045013239,0.1270962047661077,,,"korv,mos"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.24,24,2025,2025-06-13,Fredag,gryta.ris,,275.0,83.0,83.0,0.3,2.4,2.6999999999999997,0.013143483023001,0.1051478641840087,0.1182913472070098,,,gryta.ris
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.25,25,2025,2025-06-16,Måndag,"fiskburgare,mos",,275.0,85.0,85.0,0.3,3.5,3.8,0.0128342245989304,0.1497326203208556,0.1625668449197861,,,"fiskburgare,mos"
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.25,25,2025,2025-06-17,Tisdag,spaghetti,,275.0,115.0,115.0,0.4,2.8,3.1999999999999997,0.0126482213438735,0.0885375494071146,0.1011857707509881,,,spaghetti
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.25,25,2025,2025-06-18,Onsdag,midsommarmat,,275.0,102.0,102.0,0.2,3.2,3.4000000000000004,0.0071301247771836,0.1140819964349376,0.1212121212121212,,,midsommarmat
Äventyrets förskola,Äventyrets förskola,Äventyrets förskola.xlsx,v.25,25,2025,2025-06-19,Torsdag,pannkaka,,275.0,90.0,90.0,0.6,2.8,3.4,0.0242424242424242,0.1131313131313131,0.1373737373737373,,,pannkaka
